Picture_Number;Name_of_the_Artist;Date;Title;Epoch_Style;Category_Name;Width_original;Height_original;Width_unified;Height_unified;Position_Horizontal_Vertical;Subset_Rated_by_Everyone;All_Liking_M;All_Liking_SD;All_Valence_M;All_Valence_SD;All_Arousal_M;All_Arousal_SD;All_Visual_Complexity_M;All_Visual_Complexity_SD;All_Familiarity_M;All_Familiarity_SD;Female_Liking_M;Female_Liking_SD;Female_Valence_M;Female_Valence_SD;Female_Arousal_M;Female_Arousal_SD;Female_Visual_Complexity_M;Female_Visual_Complexity_SD;Female_Familiarity_M;Female_Familiarity_SD;Male_Liking_M;Male_Liking_SD;Male_Valence_M;Male_Valence_SD;Male_Arousal_M;Male_Arousal_SD;Male_Visual_Complexity_M;Male_Visual_Complexity_SD;Male_Familiarity_M;Male_Familiarity_SD;Source
31002;Demuth, Charles;1921;Rue du singe qui péche;Realistic tendencies II. (20th-21st century);Landscape;1239;1600;929;1200;v;0;3,75;1,4824;4,15;0,9881;3,9;1,2096;3,6;1,142;1,65;1,04;3,727;1,4206;4;0,7746;3,545;0,9342;3,73;0,786;1,818;1,2505;3,778;1,6415;4,333;1,2247;4,333;1,4142;3,44;1,509;1,444;0,7265;http://library.artstor.org
31003;Feininger, Lyonel;1926;Vogelwolke;Realistic tendencies II. (20th-21st century);Landscape;2576;1600;1920;1192;h;0;5;1,6859;5,05;0,9987;3,25;1,5517;3,1;1,483;1,65;1,3485;4,2;1,9889;4,7;1,1595;2,6;1,1738;2,5;1,509;2,2;1,7512;5,8;0,7888;5,4;0,6992;3,9;1,6633;3,7;1,252;1,1;0,3162; 
31004;Feininger, Lyonel;1929;Stiller Tag am Meer III;Realistic tendencies II. (20th-21st century);Landscape;1167;1600;876;1200;v;0;5,4;1,3139;4,95;0,9987;3,8;1,8806;4,15;1,496;1,25;0,7864;5,556;1,0138;5;1;3,444;1,6667;3,89;0,928;1,556;1,1304;5,273;1,5551;4,909;1,0445;4,091;2,0715;4,36;1,859;1;0;http://unidam.univie.ac.at
31005;Hopper, Edward;1951;Rooms by the Sea;Realistic tendencies II. (20th-21st century);Landscape;2191;1600;1643;1200;h;0;5,5;1,2354;5,8;1,2814;3,6;2,1126;2,95;1,432;2,1;1,619;5,1;1,4491;5,2;1,3984;4,2;1,9322;2,7;1,494;2,3;1,8288;5,9;0,8756;6,4;0,8433;3;2,2111;3,2;1,398;1,9;1,4491;http://library.artstor.org
31006;O`Keeffe, Giorgia;1922;Ends of Barns;Realistic tendencies II. (20th-21st century);Landscape;2162;1600;1620;1200;h;0;4,6;1,7889;5;1,0761;1,8;0,7678;1,85;0,745;1,1;0,3078;5;1,8257;5,4;1,075;1,9;0,7379;1,9;0,876;1,2;0,4216;4,2;1,7512;4,6;0,9661;1,7;0,8233;1,8;0,632;1;0;http://library.artstor.org
31007;O`Keeffe, Giorgia;1922;Lake George [formerly Reflection Seascape];Realistic tendencies II. (20th-21st century);Landscape;2238;1600;1678;1200;h;0;3,45;1,6694;4,3;0,9787;2,35;1,3485;1,85;0,813;1,15;0,4894;3,6;1,6465;4,3;1,0593;2,1;1,1972;2;0,943;1,1;0,3162;3,3;1,767;4,3;0,9487;2,6;1,5055;1,7;0,675;1,2;0,6325;http://library.artstor.org
31008;O`Keeffe, Giorgia;1926;A Street;Realistic tendencies II. (20th-21st century);Landscape;987;1600;740;1200;v;0;4,9;1,4105;3,45;1,2344;4,1;1,5526;3,5;1,1;1,5;1,2354;4,7;1,567;4;0,9428;3,6;1,5776;3,4;1,075;1,7;1,4944;5,1;1,2867;2,9;1,2867;4,6;1,4298;3,6;1,174;1,3;0,9487;http://library.artstor.org
31009;Sheeler, Charles;1955;Western Industrial;Realistic tendencies II. (20th-21st century);Landscape;2400;1600;1800;1200;h;0;3,55;1,5035;4,25;1,0195;3,35;1,5985;3,8;1,399;1,2;0,4104;3,455;1,8635;4,364;1,0269;3,636;1,5667;4,18;1,328;1,364;0,5045;3,667;1;4,111;1,0541;3;1,6583;3,33;1,414;1;0;http://www.flickr.com/photos/lops/5843167471/in/photostream/
31010;Sheeler, Charles;1945;Water;Realistic tendencies II. (20th-21st century);Landscape;1946;1600;1460;1200;h;0;3,6;1,5694;3,5;0,9459;3,1;1,7137;2,9;1,165;1,3;0,9787;2,889;1,7638;3,222;0,8333;2,556;1,424;2,78;1,093;1,222;0,6667;4,182;1,1677;3,727;1,009;3,545;1,8635;3;1,265;1,364;1,206;http://c300221.r21.cf1.rackcdn.com/water-by-charles-sheeler-1945-1359981088_org.jpg
31011;Feininger, Lyonel;1913;Gelmeroda III;Realistic tendencies II. (20th-21st century);Landscape;2021;2560;947;1200;v;0;4,1;1,5183;3,45;0,9987;3,3;1,3018;4,05;1,146;1,2;0,6959;3,9;1,6633;3,2;0,9189;3,2;1,2293;3,9;1,197;1,3;0,9487;4,3;1,4181;3,7;1,0593;3,4;1,4298;4,2;1,135;1,1;0,3162;http://unidam.univie.ac.at
31012;Feininger, Lyonel;1924;Barfüßerkirche in Erfurt I;Realistic tendencies II. (20th-21st century);Landscape;2033;2560;953;1200;v;0;4,95;1,5381;4;1,0761;3,8;1,5761;4,6;1,353;1,6;1,1425;4,778;1,8559;3,556;0,8819;3,333;1,5811;4,44;1,509;1,556;1,0138;5,091;1,3003;4,364;1,1201;4,182;1,5374;4,73;1,272;1,636;1,2863;http://unidam.univie.ac.at
31101;Dalí, Salvador;1937;Swans Reflecting Elephants;Surrealistic tendencies;Landscape;2330;1600;1748;1200;h;0;4,8;1,7351;4,35;1,3089;5,1;1,3338;5,75;1,293;3,65;2,5397;4,4;1,7764;4,1;1,5239;5,1;1,3703;6;0,816;4,6;2,5033;5,2;1,6865;4,6;1,075;5,1;1,3703;5,5;1,65;2,7;2,3118;http://pressimages.fondationbeyeler.ch/en/forthcoming-exhibitions/dal-magritte-mir-Surrealism-paris
31102;Magritte, René;1950;The Empire of Light, II;Surrealistic tendencies;Landscape;2027;1600;1520;1200;h;0;5,75;1,2513;5;1,0761;3,9;1,944;3,6;1,273;2,95;2,5849;5,667;1;5;1,2247;3,889;2,0883;4;1,5;3,667;2,6926;5,818;1,4709;5;1;3,909;1,9212;3,27;1,009;2,364;2,4606;http://library.artstor.org
31103;Magritte, René;1959;Blood with Tell (La voix du sang);Surrealistic tendencies;Landscape;1206;1600;904;1200;v;0;5,8;1,105;4,7;1,3018;2,55;1,099;3,35;1,268;2,15;1,9808;6;0,8944;4,545;1,5076;2,727;1,2721;3,27;1,348;2;1,3416;5,556;1,3333;4,889;1,0541;2,333;0,866;3,44;1,236;2,333;2,6458; 
31104;Masson, André;1937;Ophelia;Surrealistic tendencies;Landscape;2048;1600;1536;1200;h;0;3,95;1,7614;3,4;1,1877;4,8;1,3219;5,65;1,348;1,2;0,6156;3,6;1,7764;3;1,2472;5,1;0,7379;6,3;0,675;1,2;0,6325;4,3;1,767;3,8;1,0328;4,5;1,7159;5;1,563;1,2;0,6325;http://library.artstor.org
31105;Matta, Roberto;1941;Invasion of the Night;Surrealistic tendencies;Landscape;2525;1600;1894;1200;h;0;3,15;1,927;3;1,214;5;1,0761;5;1,414;1,3;0,9787;3,7;1,8288;3,1;1,1005;4,8;0,9189;5,5;0,972;1,6;1,3499;2,6;1,9551;2,9;1,3703;5,2;1,2293;4,5;1,65;1;0;http://library.artstor.org
31106;Matta, Roberto;1944;The Onyx of Electra;Surrealistic tendencies;Landscape;2323;1600;1742;1200;h;0;4,1;1,944;3,9;0,9679;4,5;1,1471;5,05;1,191;1,5;1,0513;3,6;2,319;3,9;0,8756;4,3;1,2517;5,2;1,317;1,8;1,3166;4,6;1,4298;3,9;1,1005;4,7;1,0593;4,9;1,101;1,2;0,6325;http://library.artstor.org
31107;Tanguy, Yves;1927;Extinction of Useless Lights;Surrealistic tendencies;Landscape;1127;1600;845;1200;v;0;3,45;1,6694;3,55;1,3563;3,55;1,5035;3,4;1,231;1,35;0,6708;3,556;1,3333;3,111;1,3642;3,333;1,2247;3,44;1,424;1,222;0,441;3,364;1,9633;3,909;1,3003;3,727;1,7373;3,36;1,12;1,455;0,8202;http://library.artstor.org
31108;Tanguy, Yves;1927;Mama, Papa is wounded!;Surrealistic tendencies;Landscape;1266;1600;941;1200;v;0;3,45;1,7313;3,35;1,1367;4,35;0,9333;3,65;1,424;2;1,7472;3,1;1,7288;3,1;0,9944;3,9;0,9944;4,2;1,619;2,5;2,3214;3,8;1,7512;3,6;1,2649;4,8;0,6325;3,1;0,994;1,5;0,7071;http://library.artstor.org
31109;Tanguy, Yves;1942;Indefinite divisibility;Surrealistic tendencies;Landscape;1389;1600;1042;1200;v;1;3,925;1,7877;4,017;1,0531;4,325;1,2378;4,85;1,157;2,067;1,7332;3,85;1,894;4,033;1,0887;4,383;1,0591;4,97;1,164;2,267;1,8491;4;1,6874;4;1,0251;4,267;1,4006;4,73;1,148;1,867;1,5994;http://library.artstor.org
31110;Dalí, Salvador;1931;Persistence of Time;Surrealistic tendencies;Landscape;2197;1600;1653;1200;h;0;5,6;1,0463;4,1;1,4832;3,8;1,3219;5,05;0,999;6,45;1,5035;5,636;1,0269;4;1,7321;4;1,3416;5;1,095;6,273;1,8488;5,556;1,1304;4,222;1,2019;3,556;1,3333;5,11;0,928;6,667;1;http://unidam.univie.ac.at
31013;Bertrand, Meniel;2008;Bahnhofsplatz;Realistic tendencies II. (20th-21st century);Landscape;2599;1600;1920;1182;h;1;4,008;1,8219;4,158;1,0125;4,975;1,2733;5,42;1,57;1,367;1,0202;3,9;1,9018;4,1;0,9334;5,067;1,1179;5,52;1,524;1,333;0,8957;4,117;1,7476;4,217;1,0907;4,883;1,4153;5,32;1,621;1,4;1,1379;http://www.perstererfineart.com/artists/Meniel/pages/big/ml_bahnhofplatz.jpg
31014;Cone, Davis;júl.05;Fremont - California Dusk;Realistic tendencies II. (20th-21st century);Landscape;2600;1590;1920;1174;h;0;4,1;1,6512;4,7;0,9787;4;1,4142;3,85;1,843;1,4;0,8208;4,4;1,3499;4,7;0,8233;4,2;1,6193;3,4;1,35;1,4;0,6992;3,8;1,9322;4,7;1,1595;3,8;1,2293;4,3;2,214;1,4;0,9661;http://www.wehadhope.de/wp-content/uploads/2013/11/PhotorealismInTheDigitalAge_p085b.jpg
31015;Cone, Davis;1999;County;Realistic tendencies II. (20th-21st century);Landscape;1318;1600;986;1200;v;0;4,45;1,8202;4,75;1,2085;4,05;1,6376;4,2;1,852;1,2;0,8944;4,556;2,0069;5,111;0,928;4,222;1,7873;3,78;1,787;1,444;1,3333;4,364;1,7477;4,455;1,3685;3,909;1,5783;4,55;1,916;1;0;http://www.bocamuseum.org/clientuploads/Cone.County.jpg
31016;Estes, Richard;1981;Cafeteria, Vatican;Realistic tendencies II. (20th-21st century);Landscape;2282;1600;1712;1200;h;0;4,65;1,04;4,3;0,8013;4,8;1,3219;5,45;1,191;1,05;0,2236;4,2;1,1353;4,3;0,9487;5,3;1,0593;5,7;1,16;1,1;0,3162;5,1;0,7379;4,3;0,6749;4,3;1,4181;5,2;1,229;1;0;http://www.originalprints.com/images/prints/prt36356.jpg
31017;Estes, Richard;1969;Subway;Realistic tendencies II. (20th-21st century);Landscape;2292;1600;1719;1200;h;0;4,95;1,4318;4,2;1,1517;4,3;1,2607;3,65;0,875;1,3;0,9234;5,3;1,1595;4,5;1,1785;4,8;1,1353;3,8;0,919;1,6;1,2649;4,6;1,6465;3,9;1,1005;3,8;1,2293;3,5;0,85;1;0;http://www.originalprints.com/images/prints/prt36352.jpg
31018;Penner, Rod E.;2000;House with a Pickup Truck;Realistic tendencies II. (20th-21st century);Landscape;2377;1600;1776;1200;h;0;4,2;1,6092;4,5;1,2354;3,4;1,6026;3,05;1,669;1,15;0,4894;3,8;1,6865;4,5;1,354;3,5;1,6499;3;1,333;1,1;0,3162;4,6;1,5055;4,5;1,1785;3,3;1,6364;3,1;2,025;1,2;0,6325;http://www.wehadhope.de/wp-content/uploads/2013/11/PhotorealismInTheDigitalAge_p232b.jpg
31019;Spence, Raphaella;2007;Grand Canal;Realistic tendencies II. (20th-21st century);Landscape;2347;1600;1760;1200;h;0;6;0,9177;6,1;0,7881;4,15;1,9808;5,35;1,461;2,05;1,9861;6,1;0,9944;6,2;0,9189;4,8;1,9889;4,7;1,567;1,7;1,6364;5,9;0,8756;6;0,6667;3,5;1,8409;6;1,054;2,4;2,319;http://www.wehadhope.de/wp-content/uploads/2013/11/PhotorealismInTheDigitalAge_p257b.jpg
31020;Spence, Raphaella;2012;Bianco e Negro;Realistic tendencies II. (20th-21st century);Landscape;2204;1600;1653;1200;h;0;5,8;1,1965;5,3;1,3416;4,95;1,7006;5,6;1,046;1,95;1,7006;6,182;1,2505;5,818;1,5374;5,364;1,8586;5,64;1,12;2,455;2,0181;5,333;1;4,667;0,7071;4,444;1,424;5,56;1,014;1,333;1;http://www.perstererfineart.com/artists/Raphaella_Spence/pages/big/2012.jpg
40201;Caravaggio da, Michelangelo Merisi;1595-96;Basket of Fruit (Canestra di Frutta);Baroque and Rococo ;Still life;2023;1600;1517;1200;h;0;4,3;1,5927;4,55;1,191;3,45;1,2763;3,65;1,268;1,6;1,3917;4,7;1,8288;4,8;1,2293;4,1;0,9944;3,6;1,578;1,6;1,2649;3,9;1,2867;4,3;1,1595;2,8;1,2293;3,7;0,949;1,6;1,5776;http://it.wikipedia.org/wiki/File:Canestra_di_frutta_%28Caravaggio%29.jpg
40202;Hamen y León van der, Juan;1626;Basket and Plates of Fruit with Glassware;Baroque and Rococo ;Still life;2477;1600;1858;1200;h;0;4,1;1,3338;4,3;0,8013;3,65;1,4965;3,9;1,334;1,7;1,4546;4,444;1,424;4,444;0,7265;3,444;1,1304;4,22;1,302;1,889;1,7638;3,818;1,2505;4,182;0,8739;3,818;1,7787;3,64;1,362;1,545;1,2136;http://library.artstor.org
40203;Hamen y León van der, Juan;1626;Still Life with Fruit and Glassware;Baroque and Rococo ;Still life;2157;1600;1611;1200;h;0;4,55;1,191;4,15;1,1821;3,35;1,387;4,3;1,38;1,5;0,8885;4,5;1,1785;3,9;1,3703;3,1;1,3703;4,2;1,229;1,6;0,8433;4,6;1,2649;4,4;0,9661;3,6;1,4298;4,4;1,578;1,4;0,9661;http://library.artstor.org
40204;Hamen y León van der, Juan;1627;Still Life with Sweets and Pottery;Baroque and Rococo ;Still life;2110;1600;1582;1200;h;0;3,75;1,6182;4,45;1,2344;3;1,3377;3,6;1,501;1,3;0,9234;4;1,8708;4,778;0,8333;3,111;1,2693;3,67;1,658;1,111;0,3333;3,545;1,4397;4,182;1,4709;2,909;1,446;3,55;1,44;1,455;1,2136;http://library.artstor.org
40205;Barbari de, Jacopo;1504;Still Life with Partridge, Steel Gauntlets and Cross-Bow Bolts;Baroque and Rococo ;Still life;1317;1600;988;1200;v;0;3,4;1,5694;3,2;1,0052;3,85;1,4244;3,2;1,281;1,7;1,4903;3,273;1,3484;3,364;1,0269;3,636;1,1201;3,27;1,348;1,818;1,4013;3,556;1,8782;3;1;4,111;1,7638;3,11;1,269;1,556;1,6667;http://library.artstor.org
40206;Zurbarán de, Francisco;1660;Cups and Vases (Bodegón de recipientes);Baroque and Rococo ;Still life;2600;1410;1920;1041;h;0;3,1;1,8035;3,9;0,8522;2,3;1,3803;2,8;1,508;1,75;1,2927;3,5;2,0683;3,8;1,1353;2,8;1,5492;2,9;1,595;2,1;1,5951;2,7;1,4944;4;0,4714;1,8;1,0328;2,7;1,494;1,4;0,8433;http://upload.wikimedia.org/wikipedia/commons/0/0c/Bodeg%C3%B3n_de_recipientes_%28Zurbar%C3%A1n%29.jpg
40207;Zurbarán de, Francisco;1635-40;Agnus Dei;Baroque and Rococo ;Still life;2679;1600;1920;1147;h;0;3,7;2,0026;2;1,0761;4,95;0,9987;3,1;1,334;1,3;0,7327;3,3;2,1628;1,8;0,9189;5,1;0,8756;2,2;0,919;1,3;0,483;4,1;1,8529;2,2;1,2293;4,8;1,1353;4;1,054;1,3;0,9487;http://de.wikipedia.org/wiki/Datei:Francisco_de_Zurbar%C3%A1n_006.jpg
40208;Aertsen, Pieter;1552;Küchenstück mit der Szene Jesus im Haus von Maria und Martha im Hintergrund;Baroque and Rococo ;Still life;2592;1556;1920;1153;h;0;3,15;1,268;3,15;1,0894;4,5;1,1471;5,4;1,095;1,2;0,5231;3;1,3333;2,9;1,1972;4,6;1,075;5,6;1,174;1,1;0,3162;3,3;1,2517;3,4;0,9661;4,4;1,2649;5,2;1,033;1,3;0,6749;http://library.artstor.org
40209;Aertsen, Pieter;1551;Butcher Shop;Baroque and Rococo ;Still life;2290;1600;1716;1200;h;0;2,85;1,9808;1,85;1,0894;5,25;1,6182;5,85;1,387;1,85;1,4244;3,5;1,9003;1,4;0,9661;6,2;0,7888;6,4;0,699;2,3;1,7029;2,2;1,9322;2,3;1,0593;4,3;1,7029;5,3;1,703;1,4;0,9661; 
40210;Bosschaert the Younger, Ambrosius;1609;Still Life with Tulips;Baroque and Rococo ;Still life;967;1600;725;1200;v;0;4,25;1,8028;4,65;1,04;3,15;1,5652;4,35;1,348;1,8;1,5079;4,8;1,9322;5;1,1547;3,1;1,5239;4,9;0,876;2,4;1,9551;3,7;1,567;4,3;0,8233;3,2;1,6865;3,8;1,549;1,2;0,4216;http://library.artstor.org
40211;Brueghel the Younger, Jan;unknown;A Basket of Flowers;Baroque and Rococo ;Still life;2267;1600;1700;1200;h;0;4,05;1,905;4,3;1,3416;2,75;1,6504;4,8;1,196;2,95;2,0125;4,091;2,0226;4,364;1,206;2,182;1,6011;4,82;1,168;3,273;2,0538;4;1,8708;4,222;1,5635;3,444;1,5092;4,78;1,302;2,556;2,0069;http://library.artstor.org
40212;Claesz, Pieter;1628;Vanitas Still Life with the Spinario (Boy with Thorn);Baroque and Rococo ;Still life;1855;1600;1393;1200;h;0;3,9;1,4105;3,4;1,0954;3,8;1,3219;4,95;1,05;1,65;1,4609;3,8;1,4757;3,6;0,8433;3,7;1,3375;4,8;0,919;2,3;1,8886;4;1,4142;3,2;1,3166;3,9;1,3703;5,1;1,197;1;0;http://library.artstor.org
40213;Collier, Edwaert;1662;Vanitas Still Life;Baroque and Rococo ;Still life;1934;1600;1450;1200;h;0;4,3;1,2607;3,9;0,9119;3,7;0,9234;4,8;1,361;1,9;1,6512;4,4;1,3499;3,7;1,1595;3,6;0,8433;4,9;1,101;2,5;2,1213;4,2;1,2293;4,1;0,5676;3,8;1,0328;4,7;1,636;1,3;0,6749;http://library.artstor.org
40214;Gheyn de the Elder, Jacques;1603;Vanitas Still Life;Baroque and Rococo ;Still life;1042;1600;781;1200;v;0;3,9;1,5526;3,15;1,4609;3,65;1,3485;3,95;1,191;1,7;1,5594;4;1,6733;3,273;1,7373;3,818;1,2505;3,82;1,168;1,636;1,804;3,778;1,4814;3;1,118;3,444;1,5092;4,11;1,269;1,778;1,3017;http://library.artstor.org
40215;Heda, Willem Claesz.;1637;Still Life with Silver Goblets;Baroque and Rococo ;Still life;1984;1600;1488;1200;h;0;3,45;1,572;3,3;1,1286;3,3;1,3803;4,1;1,586;1,5;1,1002;3,222;1,7873;3,333;1,2247;3,222;1,3944;4,11;1,054;1,556;1,0138;3,636;1,4334;3,273;1,1037;3,364;1,4334;4,09;1,973;1,455;1,2136;http://library.artstor.org
40216;Heda, Willem Claesz.;1634;Still Life with gilt Beer Tankard;Baroque and Rococo ;Still life;2200;1600;1657;1200;h;0;4;1,8353;4,25;1,118;3,35;1,387;4,6;1,429;2,25;1,9702;4,5;2,0138;4,3;1,4944;3,4;1,1738;4,3;1,337;2,5;2,0138;3,5;1,5811;4,2;0,6325;3,3;1,6364;4,9;1,524;2;2;http://library.artstor.org
40217;Heem de, Jan Davidsz.;1625-30;Still Life with Books (Stilleven met Boeken);Baroque and Rococo ;Still life;2480;1600;1860;1200;h;1;4,292;1,486;4,342;1,033;3,042;1,3497;3,82;1,277;1,7;1,3448;4,3;1,5104;4,2;1,0544;3,217;1,5081;3,7;1,183;1,95;1,443;4,283;1,474;4,483;0,9999;2,867;1,1567;3,93;1,364;1,45;1,1992;http://library.artstor.org
40218;Heem de, Jan Davidsz.;1634;Still Life with Nautilus Cup, Lobster and Wine Pitcher;Baroque and Rococo ;Still life;1439;1600;1079;1200;v;0;3,3;1,5252;3,15;1,1367;3,55;1,5381;4,05;1,356;1,95;1,905;3,333;1,7321;2,889;1,2693;3,667;1,2247;4,22;1,481;1,778;1,5635;3,273;1,4206;3,364;1,0269;3,455;1,8091;3,91;1,3;2,091;2,2115;http://library.artstor.org
40219;Heem de, Jan Davidsz.;1648-49;Still Life with Fruit and Lobster;Baroque and Rococo ;Still life;2029;1600;1522;1200;h;0;4,6;1,6351;4,5;0,8885;3,4;0,9947;4,8;1,609;2,3;2,0026;4,2;1,8135;4,4;0,8433;3,7;1,1595;4,3;1,889;2,6;2,1705;5;1,4142;4,6;0,9661;3,1;0,7379;5,3;1,16;2;1,8856;http://library.artstor.org
40220;Hoogstraten van, Samuel;1654-62;Slippers, Dutch Interior;Baroque and Rococo ;Still life;1075;1600;806;1200;v;0;4;1,3765;4,45;1,0501;3,15;1,268;4,2;1,152;1,35;0,8127;4;1,7638;4,9;1,1005;2,7;1,4944;3,9;1,197;1,2;0,4216;4;0,9428;4;0,8165;3,6;0,8433;4,5;1,08;1,5;1,0801;http://library.artstor.org
40221;Kalf, Willem;1653;Still Life with the Drinking-Horn of the Saint Sebastian Archers' Guild, Lobster and Glasses;Baroque and Rococo ;Still life;1880;1600;1410;1200;h;0;4;1,8064;3,75;1,5174;4,3;1,2183;4,45;1,468;1,55;1,2344;3,5;1,8409;3,2;1,3984;4,7;1,1595;4,8;1,135;1,6;1,2649;4,5;1,7159;4,3;1,4944;3,9;1,1972;4,1;1,729;1,5;1,2693;http://library.artstor.org
40222;Kalf, Willem;1655-60;Still Life with Silver Pitcher;Baroque and Rococo ;Still life;1433;1600;1070;1200;v;0;3,8;1,4726;3,65;0,8751;2,95;1,1459;4,05;1,504;1,65;1,3089;3,889;1,3642;3,889;0,6009;2,778;1,2019;4,11;1,167;1,889;1,453;3,727;1,6181;3,455;1,0357;3,091;1,1362;4;1,789;1,455;1,2136;http://library.artstor.org
40223;Lievens, Jan;1628-30;Still Life with Books;Baroque and Rococo ;Still life;2133;1600;1600;1200;h;0;4,35;1,6631;4,2;0,9515;3,2;1,2814;4,4;1,273;1,4;0,8826;3,9;1,6633;4,1;0,3162;3,8;1,3984;4,4;1,43;1,6;1,075;4,8;1,6193;4,3;1,3375;2,6;0,8433;4,4;1,174;1,2;0,6325;http://library.artstor.org
40224;Snyders, Frans;1640s;Three Monkeys with Fruit;Baroque and Rococo ;Still life;2426;1600;1820;1200;h;0;4,8;1,2814;4,2;1,1965;5,1;0,7881;5,3;1,129;1,4;1,3534;4,5;1,1785;3,5;0,7071;5,4;0,5164;5,2;1,229;1,7;1,8886;5,1;1,3703;4,9;1,1972;4,8;0,9189;5,4;1,075;1,1;0,3162;http://library.artstor.org
40225;Snyders, Frans;1640-50;Hunting Still-life;Baroque and Rococo ;Still life;2302;1600;1726;1200;h;0;2,95;1,7911;2;1,026;4,25;1,5174;4,7;1,49;1,75;1,3717;2,556;1,5899;1,333;0,5;4,333;1,5811;4,89;1,364;1,556;1,1304;3,273;1,954;2,545;1,0357;4,182;1,5374;4,55;1,635;1,909;1,5783;http://library.artstor.org
40226;Steenwyck van, Harmen;1640;An Allegory of the Vanities of Human Life;Baroque and Rococo ;Still life;2075;1600;1556;1200;h;0;4,3;1,5927;3,45;0,8256;3,5;1,2354;4,65;1,348;3,05;2,3946;4,7;1,0593;3,5;0,8498;3,9;1,1005;4,9;0,994;4,5;2,4152;3,9;1,9692;3,4;0,8433;3,1;1,2867;4,4;1,647;1,6;1,2649;http://library.artstor.org
40227;Stoskopff, Sebastian;1641-44;Still Life with Glasses and Bottles;Baroque and Rococo ;Still life;1292;1600;969;1200;v;0;3,2;1,3992;3,9;0,6407;3,45;1,2344;3,85;1,309;1,5;1,1002;3,1;1,1005;3,8;0,7888;3,5;1,1785;3,1;0,994;1,6;1,2649;3,3;1,7029;4;0,4714;3,4;1,3499;4,6;1,174;1,4;0,9661;http://library.artstor.org
40228;Stoskopff, Sebastian;1639;Still Life with a Nautilus, Panther Shell and Chip-Wood Box;Baroque and Rococo ;Still life;2037;1600;1528;1200;h;0;3,75;1,4824;4,05;1,099;3,15;1,268;3,5;1,504;1,35;1,3485;3,3;1,4944;3,7;1,1595;2,6;0,6992;3;1,414;1,1;0,3162;4,2;1,3984;4,4;0,9661;3,7;1,4944;4;1,491;1,6;1,8974;http://library.artstor.org
40229;Chardin, Jean Siméon;1730;Dead Hare with Powder Flask and Game-bag;Baroque and Rococo ;Still life;1273;1600;955;1200;v;0;2,3;1,2607;2,3;1,2183;4,4;1,429;3,45;1,572;1,45;0,9987;1,889;1,0541;2;1,2247;4,778;0,8333;3,67;1,658;1,444;1,0138;2,636;1,3618;2,545;1,2136;4,091;1,7581;3,27;1,555;1,455;1,0357;http://library.artstor.org
40230;Chardin, Jean Siméon;1732;Musical Instruments and Parrot;Baroque and Rococo ;Still life;1965;1600;1474;1200;h;0;4,15;1,4244;3,7;0,8645;3,3;1,3416;3,95;1,317;1,45;0,9987;3,727;1,4206;3,636;0,809;3,273;1,3484;4,09;1,3;1,727;1,2721;4,667;1,3229;3,778;0,9718;3,333;1,4142;3,78;1,394;1,111;0,3333;http://library.artstor.org
40231;Chardin, Jean Siméon;1766;The Attributes of the Arts and their Rewards;Baroque and Rococo ;Still life;2067;1600;1550;1200;h;0;4,7;1,4179;4,45;1,0501;3,3;1,4903;4,8;1,24;1,5;1,1002;4,8;1,2293;4,3;1,0593;3,4;1,075;4,8;1,135;1,6;1,2649;4,6;1,6465;4,6;1,075;3,2;1,8738;4,8;1,398;1,4;0,9661;http://library.artstor.org
40232;Chardin, Jean Siméon;1768;Three Apples, Two Chestnuts, Bowl and Silver Goblet (The Silver Goblet);Baroque and Rococo ;Still life;2019;1600;1514;1200;h;0;3,45;1,099;3,45;1,0501;2,65;1,4609;3,05;1,468;1,7;1,1286;3,3;0,8233;3,4;1,075;2,5;1,2693;2,7;0,949;1,9;1,2867;3,6;1,3499;3,5;1,0801;2,8;1,6865;3,4;1,838;1,5;0,9718;http://library.artstor.org
40233;Vallayer-Coster, Anne;1767;Still Life with Ham, Bottles and Radishes;Baroque and Rococo ;Still life;1933;1600;1450;1200;h;0;3,45;1,3945;3,85;1,3089;4,15;1,268;3,95;1,191;1,55;0,9987;3,1;1,4491;3,2;1,1353;4,1;1,1972;3,7;1,16;1,9;1,1972;3,8;1,3166;4,5;1,1785;4,2;1,3984;4,2;1,229;1,2;0,6325;http://library.artstor.org
40234;Vallayer-Coster, Anne;1776;Bouquet of Flowers in a Terracotta Vase, with Peaches and Grapes;Baroque and Rococo ;Still life;1498;1600;1120;1200;v;0;4,85;1,5313;4,55;1,0501;3,05;1,2763;4,95;1,191;2,35;1,6631;4,7;1,767;4,7;0,9487;3,1;1,2867;4,5;1,354;2,7;1,567;5;1,3333;4,4;1,1738;3;1,3333;5,4;0,843;2;1,7638;http://library.artstor.org
40301;Cals, Adolphe-Félix;1858;Still Life with Vegetables, Partridge, and a Jug;Idealistic tendencies;Still life;1966;1600;1474;1200;h;0;3,05;1,6051;3,55;0,9445;3,25;1,4824;3,2;1,322;1,6;1,3917;3,1;1,5951;3,5;1,0801;2,8;1,3984;2,8;1,135;2;1,8856;3;1,6997;3,6;0,8433;3,7;1,4944;3,6;1,43;1,2;0,4216;http://library.artstor.org
